1000,10,40,40,40,20,20,5,50,95,18347,0,110,-110,2,200,100,1000,62,41,21,20,21,5,4119,969,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,16689,1,110,-110,2,200,100,1000,62,33,18,15,19,5,3659,976,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,20152,2,110,-110,2,200,100,1000,62,35,14,21,18,5,4075,999,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,17831,3,110,-110,2,200,100,1000,62,35,22,13,21,5,3675,1029,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,14968,4,110,-110,2,200,100,1000,62,31,18,13,19,5,3506,793,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,15873,5,110,-110,2,200,100,1000,62,35,24,11,21,5,3628,823,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,16241,6,110,-110,2,200,100,1000,62,21,17,4,16,5,3487,759,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,14519,7,110,-110,2,200,100,1000,62,27,25,2,19,5,3637,1012,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,15309,8,110,-110,2,200,100,1000,62,36,25,11,19,5,3061,1057,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,16148,9,110,-110,2,200,100,1000,62,37,21,16,19,5,3294,959,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,14154,10,110,-110,2,200,100,1000,62,40,16,24,17,6,3482,791,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,16943,11,110,-110,2,200,100,1000,62,28,22,6,21,5,4837,1047,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,15160,12,110,-110,2,200,100,1000,62,32,22,10,19,5,3400,724,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,17305,13,110,-110,2,200,100,1000,62,27,16,11,18,5,3743,948,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,17650,14,110,-110,2,200,100,1000,62,30,20,10,16,5,3230,734,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,15643,15,110,-110,2,200,100,1000,62,32,21,11,19,5,4225,1057,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,16883,16,110,-110,2,200,100,1000,62,31,15,16,17,5,3943,640,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,20542,17,110,-110,2,200,100,1000,62,34,25,9,22,5,3824,979,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,18094,18,110,-110,2,200,100,1000,62,23,14,9,16,5,4298,963,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,18279,19,110,-110,2,200,100,1000,62,33,19,14,23,5,4026,910,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,17713,20,110,-110,2,200,100,1000,62,41,24,17,21,5,4257,1096,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,16304,21,110,-110,2,200,100,1000,62,29,16,13,16,5,5139,1203,200,200,50,10,500,1000
1000,10,40,40,40,20,20,5,50,95,15088,22,110,-110,2,200,100,1000,62,36,16,20,19,5,3756,1189,200,200,50,10,500,1000
