5000,10,40,200,200,20,20,5,50,95,73650,0,110,-110,2,200,100,1000,62,103,29,74,25,6,15800,3598,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,68763,1,110,-110,2,200,100,1000,62,128,31,97,22,6,16599,4067,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,76278,2,110,-110,2,200,100,1000,62,120,31,89,22,6,18516,3103,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,68612,3,110,-110,2,200,100,1000,62,86,31,55,24,6,17437,3776,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,69201,4,110,-110,2,200,100,1000,62,169,28,141,25,6,17821,3610,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,67154,5,110,-110,2,200,100,1000,62,71,29,42,24,5,16545,2987,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,73857,6,110,-110,2,200,100,1000,62,124,35,89,25,6,16655,3420,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,66758,7,110,-110,2,200,100,1000,62,172,28,144,25,6,18270,4103,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,64545,8,110,-110,2,200,100,1000,62,97,31,66,23,6,17770,3254,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,69316,9,110,-110,2,200,100,1000,62,141,23,118,22,5,16808,3841,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,65738,10,110,-110,2,200,100,1000,62,121,32,89,24,5,17839,3630,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,66511,11,110,-110,2,200,100,1000,62,132,30,102,24,6,16390,3448,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,67355,12,110,-110,2,200,100,1000,62,92,33,59,25,5,16899,3793,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,69195,13,110,-110,2,200,100,1000,62,109,26,83,23,6,16054,3334,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,71351,14,110,-110,2,200,100,1000,62,95,32,63,25,5,18862,4095,200,200,50,10,500,1000
5000,10,40,200,200,20,20,5,50,95,65754,15,110,-110,2,200,100,1000,62,113,31,82,25,6,16310,3907,200,200,50,10,500,1000
