9,0
10,0
13,0
14,0
17,0
18,0
19,0
27,0
31,0
32,0
33,0
36,0
39,0
40,0
41,0
44,0
48,0
49,0
52,0
53,0
56,0
59,0
60,0
61,0
63,0
64,0
65,0
69,0
70,0
71,0
72,0
73,0
81,0
82,0
83,0
84,0
91,0
92,0
95,0
98,0
99,0
102,0
105,0
108,0
122,0
123,0
124,0
125,0
128,0
129,0
130,0
134,0
135,0
138,0
139,0
140,0
143,0
144,0
147,0
150,0
152,0
156,0
157,0
158,0
167,0
168,0
169,0
172,0
180,0
183,0.090909
184,0.090909
185,0.090909
186,0.090909
190,0.090909
193,0.16667
194,0.16667
195,0.16667
201,0.14286
204,0.14286
205,0.14286
208,0.13333
213,0.13333
214,0.13333
216,0.13333
217,0.13333
218,0.13333
219,0.13333
220,0.13333
221,0.13333
222,0.13333
223,0.13333
224,0.13333
227,0.13333
228,0.13333
230,0.13333
234,0.13333
235,0.13333
238,0.13333
242,0.13333
243,0.13333
244,0.13333
245,0.13333
251,0.13333
252,0.13333
253,0.13333
256,0.125
267,0.125
268,0.125
279,0.125
280,0.125
281,0.125
282,0.125
283,0.125
284,0.125
285,0.125
286,0.125
289,0.17647
290,0.17647
291,0.17647
292,0.17647
295,0.17647
296,0.17647
297,0.17647
301,0.22222
302,0.22222
308,0.21053
309,0.21053
312,0.25
315,0.25
318,0.25
319,0.25
326,0.25
327,0.25
328,0.25
329,0.25
330,0.25
331,0.25
336,0.25
337,0.25
340,0.25
341,0.25
342,0.25
348,0.2381
349,0.2381
350,0.2381
351,0.2381
353,0.2381
354,0.2381
356,0.2381
358,0.2381
360,0.2381
364,0.22727
373,0.22727
380,0.20833
382,0.20833
383,0.20833
386,0.2
390,0.2
394,0.2
397,0.2
400,0.19231
401,0.19231
405,0.19231
406,0.19231
407,0.19231
409,0.19231
412,0.18519
413,0.18519
415,0.18519
416,0.18519
421,0.18519
422,0.18519
423,0.18519
426,0.18519
427,0.18519
429,0.18519
432,0.17857
433,0.17857
434,0.17857
437,0.17857
444,0.17857
445,0.17857
448,0.17857
449,0.17857
450,0.17857
451,0.17857
455,0.17857
456,0.17857
457,0.17857
460,0.17857
464,0.17857
465,0.17857
466,0.17857
467,0.17857
469,0.17857
476,0.17241
477,0.17241
478,0.17241
484,0.16667
489,0.16667
492,0.16667
493,0.16667
496,0.16667
497,0.16667
498,0.16667
499,0.16667
500,0.16667
507,0.16667
510,0.16667
511,0.16667
514,0.16667
515,0.16667
519,0.16667
523,0.16129
526,0.16129
527,0.16129
530,0.16129
531,0.16129
532,0.16129
534,0.16129
540,0.16129
541,0.16129
542,0.16129
543,0.16129
548,0.16129
558,0.15625
559,0.15625
561,0.15625
562,0.15625
568,0.15625
569,0.15625
570,0.15625
571,0.15625
572,0.15625
573,0.15625
575,0.15625
576,0.15625
578,0.15625
579,0.15625
580,0.15625
581,0.15625
582,0.15625
583,0.15625
584,0.15625
585,0.15625
588,0.15152
591,0.15152
597,0.14706
599,0.14706
602,0.14706
603,0.14706
604,0.14706
605,0.14706
608,0.14286
609,0.14286
610,0.14286
611,0.14286
612,0.14286
613,0.14286
614,0.14286
617,0.14286
619,0.14286
620,0.14286
621,0.14286
624,0.13889
629,0.13514
630,0.13514
631,0.13514
634,0.13158
638,0.12821
639,0.12821
640,0.12821
641,0.12821
644,0.12821
647,0.15
648,0.15
649,0.15
650,0.15
651,0.15
652,0.15
655,0.15
657,0.15
658,0.15
659,0.15
662,0.15
666,0.14634
667,0.14634
668,0.14634
671,0.14634
677,0.16667
680,0.16667
681,0.16667
684,0.16667
685,0.16667
686,0.16667
690,0.16667
692,0.16667
695,0.16667
697,0.16667
698,0.16667
699,0.16667
700,0.16667
704,0.16279
707,0.15909
713,0.15909
714,0.15909
716,0.15909
717,0.15909
718,0.15909
719,0.15909
720,0.15909
721,0.15909
722,0.15909
723,0.15909
727,0.15909
728,0.15909
729,0.15909
730,0.15909
731,0.15909
734,0.15556
737,0.15556
744,0.15217
746,0.15217
747,0.15217
750,0.15217
751,0.15217
752,0.15217
753,0.15217
754,0.15217
755,0.15217
761,0.15217
762,0.15217
773,0.14583
774,0.14583
779,0.14583
782,0.14583
785,0.14583
786,0.14583
789,0.14286
793,0.14286
794,0.14286
797,0.14
800,0.14
803,0.14
804,0.14
808,0.14
811,0.14
815,0.14
816,0.14
817,0.14
818,0.14
821,0.14
823,0.14
832,0.13462
835,0.13462
838,0.13208
839,0.13208
840,0.13208
842,0.13208
844,0.13208
845,0.13208
846,0.13208
853,0.13208
857,0.12963
858,0.12963
863,0.125
864,0.125
867,0.125
868,0.125
869,0.125
870,0.125
871,0.125
873,0.125
874,0.125
875,0.125
878,0.125
879,0.125
880,0.125
881,0.125
882,0.125
883,0.125
884,0.125
888,0.12281
891,0.12281
892,0.12281
895,0.12281
898,0.12281
905,0.12281
908,0.12069
909,0.12069
910,0.12069
911,0.12069
914,0.11864
915,0.11864
918,0.11864
919,0.11864
920,0.11864
923,0.11667
926,0.11667
930,0.11667
931,0.11667
934,0.11475
935,0.11475
936,0.11475
937,0.1129
940,0.11111
941,0.11111
944,0.11111
945,0.11111
952,0.10938
953,0.10938
954,0.10938
957,0.10938
960,0.10769
963,0.10769
966,0.10769
967,0.10769
971,0.10606
972,0.10606
975,0.10606
976,0.10606
